KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
8500,LEROI Coopers,LTT M,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,M,mid-fine,French Oak,ex W,,M,8500,LEROI,French Oak,LTT M,customer name,LEROI Hogshead 300L M,LEROI Coopers French Oak Hogshead 300L Fire M,Y
8502,LEROI Coopers,LTT M TH,Euro,794,810,1130,1165,1100,1125,Hogshead 300L,2yr,Fire,M TH,mid-fine,French Oak,ex W,,M TH,8502,LEROI,French Oak,LTT M TH,customer name,LEROI Hogshead 300L M TH,LEROI Coopers French Oak Hogshead 300L Fire M TH,Y
8503,LEROI Coopers,LTT M+,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,M+,mid-fine,French Oak,ex W,,M+ ,8503,LEROI,French Oak,LTT M+,customer name,LEROI Hogshead 300L M+ ,LEROI Coopers French Oak Hogshead 300L Fire M+,Y
8504,LEROI Coopers,LTT M+ TH,Euro,794,810,1130,1165,1100,1125,Hogshead 300L,2yr,Fire,M+ TH,mid-fine,French Oak,ex W,,M+ TH,8504,LEROI,French Oak,LTT M+ TH,customer name,LEROI Hogshead 300L M+ TH,LEROI Coopers French Oak Hogshead 300L Fire M+ TH,Y
8505,LEROI Coopers,LTT Med Long ,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,Med Long,mid-fine,French Oak,ex W,,Med Long,8505,LEROI,French Oak,LTT Med Long ,customer name,LEROI Hogshead 300L Med Long,LEROI Coopers French Oak Hogshead 300L Fire Med Long,Y
8507,LEROI Coopers,LTT Med Long TH,Euro,794,810,1130,1165,1100,1125,Hogshead 300L,2yr,Fire,Med Long TH,mid-fine,French Oak,ex W,,Med Long TH,8507,LEROI,French Oak,LTT Med Long TH,customer name,LEROI Hogshead 300L Med Long TH,LEROI Coopers French Oak Hogshead 300L Fire Med Long TH,Y
8501,LEROI Coopers,LTT Burgundy House,Euro,794,810,1110,1145,1080,1105,Hogshead 300L,2yr,Fire,Burgundy House,mid-fine,French Oak,ex W,,Burgundy House,8501,LEROI,French Oak,LTT Burgundy House,customer name,LEROI Hogshead 300L Burg House,LEROI Coopers French Oak Hogshead 300L Fire Burgundy House,Y
8506,LEROI Coopers,LTT Burgundy House TH,Euro,794,810,1130,1165,1100,1125,Hogshead 300L,2yr,Fire,Burgundy House TH,mid-fine,French Oak,ex W,,Burgundy House TH,8506,LEROI,French Oak,LTT Burgundy House TH,customer name,LEROI Hogshead 300L Burg House TH,LEROI Coopers French Oak Hogshead 300L Fire Burgundy House TH,Y
6962,LEROI Coopers,LCT L,Euro,1178,1200,1710,1760,1655,1695,Puncheon 500L,2yr,Fire,L,mid-fine,French Oak,ex W,,L,6962,LEROI,French Oak,LCT L,customer name,LEROI Puncheon 500L L,LEROI Coopers French Oak Puncheon 500L Fire L,Y
6963,LEROI Coopers,LCT L TH,Euro,1178,1200,1730,1780,1675,1715,Puncheon 500L,2yr,Fire,L TH,mid-fine,French Oak,ex W,,L TH,6963,LEROI,French Oak,LCT L TH,customer name,LEROI Puncheon 500L L TH,LEROI Coopers French Oak Puncheon 500L Fire L TH,Y
8529,LEROI Coopers,LCT M,Euro,1178,1200,1710,1760,1655,1695,Puncheon 500L,2yr,Fire,M,mid-fine,French Oak,ex W,,M,8529,LEROI,French Oak,LCT M,customer name,LEROI Puncheon 500L M,LEROI Coopers French Oak Puncheon 500L Fire M,Y
8530,LEROI Coopers,LCT M TH,Euro,1178,1200,1730,1780,1675,1715,Puncheon 500L,2yr,Fire,M TH,mid-fine,French Oak,ex W,,M TH,8530,LEROI,French Oak,LCT M TH,customer name,LEROI Puncheon 500L M TH,LEROI Coopers French Oak Puncheon 500L Fire M TH,Y
8532,LEROI Coopers,LCT M+,Euro,1178,1200,1710,1760,1655,1695,Puncheon 500L,2yr,Fire,M+,mid-fine,French Oak,ex W,,M+ ,8532,LEROI,French Oak,LCT M+,customer name,LEROI Puncheon 500L M+ ,LEROI Coopers French Oak Puncheon 500L Fire M+,Y
8534,LEROI Coopers,LCT M+ TH,Euro,1178,1200,1730,1780,1675,1715,Puncheon 500L,2yr,Fire,M+ TH,mid-fine,French Oak,ex W,,M+ TH,8534,LEROI,French Oak,LCT M+ TH,customer name,LEROI Puncheon 500L M+ TH,LEROI Coopers French Oak Puncheon 500L Fire M+ TH,Y
8535,LEROI Coopers,LCT Med Long,Euro,1178,1200,1710,1760,1655,1695,Puncheon 500L,2yr,Fire,Med Long,mid-fine,French Oak,ex W,,Med Long,8535,LEROI,French Oak,LCT Med Long,customer name,LEROI Puncheon 500L Med Long,LEROI Coopers French Oak Puncheon 500L Fire Med Long,Y
8538,LEROI Coopers,LCT Med Long TH,Euro,1178,1200,1730,1780,1675,1715,Puncheon 500L,2yr,Fire,Med Long TH,mid-fine,French Oak,ex W,,Med Long TH,8538,LEROI,French Oak,LCT Med Long TH,customer name,LEROI Puncheon 500L Med Long TH,LEROI Coopers French Oak Puncheon 500L Fire Med Long TH,Y
8536,LEROI Coopers,LCT Burgundy House,Euro,1178,1200,1710,1760,1655,1695,Puncheon 500L,2yr,Fire,Burgundy House,mid-fine,French Oak,ex W,,Burgundy House,8536,LEROI,French Oak,LCT Burgundy House,customer name,LEROI Puncheon 500L Burg House,LEROI Coopers French Oak Puncheon 500L Fire Burgundy House,Y
8537,LEROI Coopers,LCT Burgundy House TH,Euro,1178,1200,1730,1780,1675,1715,Puncheon 500L,2yr,Fire,Burgundy House TH,mid-fine,French Oak,ex W,,Burgundy House TH,8537,LEROI,French Oak,LCT Burgundy House TH,customer name,LEROI Puncheon 500L Burg House TH,LEROI Coopers French Oak Puncheon 500L Fire Burgundy House TH,Y
6964,LEROI Harmonie,LXT GF 36mth L,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,L,fine,French Oak,ex W,Harmonie,36 MONTH L,6964,LEROI,French Oak,LXT GF 36mth L,customer name,LEROI FG Bord Exp 225L 36mth L,LEROI Harmonie French Oak Bordeaux Export 225L  Fire L,Y
6965,LEROI Harmonie,LXT GF 36mth L TH,Euro,843,856,1155,1190,1120,1145,Bordeaux Export 225L ,36mth,Fire,L TH,fine,French Oak,ex W,Harmonie,36 MONTH L TH,6965,LEROI,French Oak,LXT GF 36mth L TH,customer name,LEROI FG Bord Exp 225L 36mth L TH,LEROI Harmonie French Oak Bordeaux Export 225L  Fire L TH,Y
6733,LEROI Harmonie,LXT GF 36mth M,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,M,fine,French Oak,ex W,Harmonie,36 MONTH M,6733,LEROI,French Oak,LXT GF 36mth M,customer name,LEROI FG Bord Exp 225L 36mth M,LEROI Harmonie French Oak Bordeaux Export 225L  Fire M,Y
6734,LEROI Harmonie,LXT GF 36mth M TH,Euro,843,856,1155,1190,1120,1145,Bordeaux Export 225L ,36mth,Fire,M TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6734,LEROI,French Oak,LXT GF 36mth M TH,customer name,LEROI FG Bord Exp 225L 36mth M TH,LEROI Harmonie French Oak Bordeaux Export 225L  Fire M TH,Y
6735,LEROI Harmonie,LXT GF 36mth M+,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,M+,fine,French Oak,ex W,Harmonie,36 MONTH M+ ,6735,LEROI,French Oak,LXT GF 36mth M+,customer name,LEROI FG Bord Exp 225L 36mth M+ ,LEROI Harmonie French Oak Bordeaux Export 225L  Fire M+,Y
6736,LEROI Harmonie,LXT GF 36mth M+ TH,Euro,843,856,1155,1190,1120,1145,Bordeaux Export 225L ,36mth,Fire,M+ TH,fine,French Oak,ex W,Harmonie,36 MONTH M+ TH,6736,LEROI,French Oak,LXT GF 36mth M+ TH,customer name,LEROI FG Bord Exp 225L 36mth M+ TH,LEROI Harmonie French Oak Bordeaux Export 225L  Fire M+ TH,Y
6737,LEROI Harmonie,LXT GF 36mth Med Long,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,Med Long,fine,French Oak,ex W,Harmonie,36 MONTH Med Long,6737,LEROI,French Oak,LXT GF 36mth Med Long,customer name,LEROI FG Bord Exp 225L 36mth Med Long,LEROI Harmonie French Oak Bordeaux Export 225L  Fire Med Long,Y
6701,LEROI Harmonie,LXT GF 36mth Med Long TH,Euro,843,856,1155,1190,1120,1145,Bordeaux Export 225L ,36mth,Fire,Med Long TH,fine,French Oak,ex W,Harmonie,36 MONTH Med Long TH,6701,LEROI,French Oak,LXT GF 36mth Med Long TH,customer name,LEROI FG Bord Exp 225L 36mth Med Long TH,LEROI Harmonie French Oak Bordeaux Export 225L  Fire Med Long TH,Y
6738,LEROI Harmonie,LXT GF 36mth Burgundy House,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,Burgundy House,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House ,6738,LEROI,French Oak,LXT GF 36mth Burgundy House,customer name,LEROI FG Bord Exp 225L 36mth Burg House ,LEROI Harmonie French Oak Bordeaux Export 225L  Fire Burgundy House,Y
6739,LEROI Harmonie,LXT GF 36mth Burgundy House TH,Euro,843,856,1155,1190,1120,1145,Bordeaux Export 225L ,36mth,Fire,Burgundy House TH,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House TH,6739,LEROI,French Oak,LXT GF 36mth Burgundy House TH,customer name,LEROI FG BordExp225L 36mth Burg House TH,LEROI Harmonie French Oak Bordeaux Export 225L  Fire Burgundy House TH,Y
6900,LEROI Harmonie,LXT GF 36mth Light Long,Euro,843,856,1135,1170,1100,1125,Bordeaux Export 225L ,36mth,Fire,Light Long,fine,French Oak,ex W,Harmonie,36 MONTH Light Long,6900,LEROI,French Oak,LXT GF 36mth Light Long,customer name,LEROI FG BordExp225L 36mth Light Long,LEROI Harmonie French Oak Bordeaux Export 225L  Fire Light Long,Y
6966,LEROI Harmonie,LXCF GF 36mth L,Euro,866,880,1160,1200,1135,1160,Chateau Ferre 225L,36mth,Fire,L,fine,French Oak,ex W,Harmonie,36 MONTH M,6966,LEROI,French Oak,LXCF GF 36mth L,customer name,LEROI FG Chateau Ferre 225L 36mth L,LEROI Harmonie French Oak Chateau Ferre 225L Fire L,Y
6967,LEROI Harmonie,LXCF GF 36mth L TH,Euro,866,880,1180,1220,1155,1180,Chateau Ferre 225L,36mth,Fire,L TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6967,LEROI,French Oak,LXCF GF 36mth L TH,customer name,LEROI FG Chateau Ferre 225L 36mth L TH,LEROI Harmonie French Oak Chateau Ferre 225L Fire L TH,Y
6740,LEROI Harmonie,LXCF GF 36mth M,Euro,866,880,1160,1200,1135,1160,Chateau Ferre 225L,36mth,Fire,M,fine,French Oak,ex W,Harmonie,36 MONTH M,6740,LEROI,French Oak,LXCF GF 36mth M,customer name,LEROI FG Chateau Ferre 225L 36mth M,LEROI Harmonie French Oak Chateau Ferre 225L Fire M,Y
6741,LEROI Harmonie,LXCF GF 36mth M TH,Euro,866,880,1180,1220,1155,1180,Chateau Ferre 225L,36mth,Fire,M TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6741,LEROI,French Oak,LXCF GF 36mth M TH,customer name,LEROI FG Chateau Ferre 225L 36mth M TH,LEROI Harmonie French Oak Chateau Ferre 225L Fire M TH,Y
6742,LEROI Harmonie,LXCF GF 36mth M+,Euro,866,880,1160,1200,1135,1160,Chateau Ferre 225L,36mth,Fire,M+,fine,French Oak,ex W,Harmonie,36 MONTH M+ ,6742,LEROI,French Oak,LXCF GF 36mth M+,customer name,LEROI FG Chatea Ferre 225L 36mth M+ ,LEROI Harmonie French Oak Chateau Ferre 225L Fire M+,Y
6743,LEROI Harmonie,LXCF GF 36mth M+ TH,Euro,866,880,1180,1220,1155,1180,Chateau Ferre 225L,36mth,Fire,M+ TH,fine,French Oak,ex W,Harmonie,36 MONTH M+ TH,6743,LEROI,French Oak,LXCF GF 36mth M+ TH,customer name,LEROI FG Chateau Ferre 225L 36mth M+ TH,LEROI Harmonie French Oak Chateau Ferre 225L Fire M+ TH,Y
6744,LEROI Harmonie,LXCF GF 36mth Med Long,Euro,866,880,1160,1200,1135,1160,Chateau Ferre 225L,36mth,Fire,Med Long,fine,French Oak,ex W,Harmonie,36 MONTH Med Long,6744,LEROI,French Oak,LXCF GF 36mth Med Long,customer name,LEROI FG Chateau Ferre225L 36mth MedLong,LEROI Harmonie French Oak Chateau Ferre 225L Fire Med Long,Y
6702,LEROI Harmonie,LXCF GF 36mth Med Long TH,Euro,866,880,1180,1220,1155,1180,Chateau Ferre 225L,36mth,Fire,Med Long TH,fine,French Oak,ex W,Harmonie,36 MONTH Med Long TH,6702,LEROI,French Oak,LXCF GF 36mth Med Long TH,customer name,LEROI FG Chateau Ferre 225L 36mth Med Long TH,LEROI Harmonie French Oak Chateau Ferre 225L Fire Med Long TH,Y
6745,LEROI Harmonie,LXCF GF 36mth Burgundy House,Euro,866,880,1160,1200,1135,1160,Chateau Ferre 225L,36mth,Fire,Burgundy House,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House ,6745,LEROI,French Oak,LXCF GF 36mth Burgundy House,customer name,LEROI FG Chateau Ferre 225L 36mth Burg House ,LEROI Harmonie French Oak Chateau Ferre 225L Fire Burgundy House,Y
6746,LEROI Harmonie,LXCF GF 36mth Burgundy House TH,Euro,866,880,1180,1220,1155,1180,Chateau Ferre 225L,36mth,Fire,Burgundy House TH,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House TH,6746,LEROI,French Oak,LXCF GF 36mth Burgundy House TH,customer name,LEROI FG Chateau Ferre 225L 36mth Burg House TH,LEROI Harmonie French Oak Chateau Ferre 225L Fire Burgundy House TH,Y
6968,LEROI Harmonie,LBT GF 36mth L,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,L,fine,French Oak,ex W,Harmonie,36 MONTH L,6968,LEROI,French Oak,LBT GF 36mth L,customer name,LEROI FG Burg Exp 228L 36mth L,LEROI Harmonie French Oak Burgundy Export 228L Fire L,Y
6969,LEROI Harmonie,LBT GF 36mth L TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,L TH,fine,French Oak,ex W,Harmonie,36 MONTH L TH,6969,LEROI,French Oak,LBT GF 36mth L TH,customer name,LEROI FG Burg Exp 228L 36mth L TH,LEROI Harmonie French Oak Burgundy Export 228L Fire L TH,Y
6747,LEROI Harmonie,LBT GF 36mth M,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,M,fine,French Oak,ex W,Harmonie,36 MONTH M,6747,LEROI,French Oak,LBT GF 36mth M,customer name,LEROI FG Burg Exp 228L 36mth M,LEROI Harmonie French Oak Burgundy Export 228L Fire M,Y
6748,LEROI Harmonie,LBT GF 36mth M TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,M TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6748,LEROI,French Oak,LBT GF 36mth M TH,customer name,LEROI FG Burg Exp 228L 36mth M TH,LEROI Harmonie French Oak Burgundy Export 228L Fire M TH,Y
6749,LEROI Harmonie,LBT GF 36mth M+,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,M+,fine,French Oak,ex W,Harmonie,36 MONTH M+ ,6749,LEROI,French Oak,LBT GF 36mth M+,customer name,LEROI FG Burg Exp 228L 36mth M+ ,LEROI Harmonie French Oak Burgundy Export 228L Fire M+,Y
6750,LEROI Harmonie,LBT GF 36mth M+ TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,M+ TH,fine,French Oak,ex W,Harmonie,36 MONTH M+ TH,6750,LEROI,French Oak,LBT GF 36mth M+ TH,customer name,LEROI FG Burg Exp 228L 36mth M+ TH,LEROI Harmonie French Oak Burgundy Export 228L Fire M+ TH,Y
6751,LEROI Harmonie,LBT GF 36mth Med Long,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,Med Long,fine,French Oak,ex W,Harmonie,36 MONTH Med Long,6751,LEROI,French Oak,LBT GF 36mth Med Long,customer name,LEROI FG Burg Exp 228L 36mth Med Long,LEROI Harmonie French Oak Burgundy Export 228L Fire Med Long,Y
6703,LEROI Harmonie,LBT GF 36mth Med Long TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,Med Long TH,fine,French Oak,ex W,Harmonie,36 MONTH Med Long TH,6703,LEROI,French Oak,LBT GF 36mth Med Long TH,customer name,LEROI FG Burg Exp 228L 36mth Med Long TH,LEROI Harmonie French Oak Burgundy Export 228L Fire Med Long TH,Y
6752,LEROI Harmonie,LBT GF 36mth Burgundy House,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,Burgundy House,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House ,6752,LEROI,French Oak,LBT GF 36mth Burgundy House,customer name,LEROI FG Burg Exp 228L 36mth Burg House ,LEROI Harmonie French Oak Burgundy Export 228L Fire Burgundy House,Y
6753,LEROI Harmonie,LBT GF 36mth Burgundy House TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,Burgundy House TH,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House TH,6753,LEROI,French Oak,LBT GF 36mth Burgundy House TH,customer name,LEROI FG BurgExp 228L 36mth BurgHouse TH,LEROI Harmonie French Oak Burgundy Export 228L Fire Burgundy House TH,Y
6692,LEROI Harmonie,LBT GF 36mth Light Long,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,Light Long,fine,French Oak,ex W,Harmonie,36 MONTH Light Long,6692,LEROI,French Oak,LBT GF 36mth Light Long,customer name,LEROI FG BurgExp 228L 36mth Light Long,LEROI Harmonie French Oak Burgundy Export 228L Fire Light Long,Y
6693,LEROI Harmonie,LBT GF 36mth Martel,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,Martel,fine,French Oak,ex W,Harmonie,36 MONTH Martel,6693,LEROI,French Oak,LBT GF 36mth Martel,customer name,LEROI FG BurgExp 228L 36mth Martel,LEROI Harmonie French Oak Burgundy Export 228L Fire Martel,Y
6697,LEROI Harmonie,LBT GF 36mth Martel TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,Martel TH,fine,French Oak,ex W,Harmonie,36 MONTH Martel TH,6697,LEROI,French Oak,LBT GF 36mth Martel TH,customer name,LEROI FG BurgExp 228L 36mth Martel TH,LEROI Harmonie French Oak Burgundy Export 228L Fire Martel TH,Y
6696,LEROI Harmonie,LBT GF 36mth Char #4,Euro,843,856,1135,1170,1100,1125,Burgundy Export 228L,36mth,Fire,Char #4,fine,French Oak,ex W,Harmonie,36 MONTH Char #4,6696,LEROI,French Oak,LBT GF 36mth Char #4,customer name,LEROI FG BurgExp 228L 36mth Char #4,LEROI Harmonie French Oak Burgundy Export 228L Fire Char #4,Y
6689,LEROI Harmonie,LBT GF 36mth Char #4 TH,Euro,843,856,1155,1190,1120,1145,Burgundy Export 228L,36mth,Fire,Char #4 TH,fine,French Oak,ex W,Harmonie,36 MONTH Char #4 TH,6689,LEROI,French Oak,LBT GF 36mth Char #4 TH,customer name,LEROI FG BurgExp 228L 36mth Char #4 TH,LEROI Harmonie French Oak Burgundy Export 228L Fire Char #4 TH,Y
6970,LEROI Harmonie,LTT GF 36mth L,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,L,fine,French Oak,ex W,Harmonie,36 MONTH L,6970,LEROI,French Oak,LTT GF 36mth L,customer name,LEROI FG Hogshead 300L 36mth L,LEROI Harmonie French Oak Hogshead 300L Fire L,Y
6971,LEROI Harmonie,LTT GF 36mth L TH,Euro,926,941,1290,1330,1255,1285,Hogshead 300L,36mth,Fire,L TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6971,LEROI,French Oak,LTT GF 36mth L TH,customer name,LEROI FG Hogshead 300L 36mth L TH,LEROI Harmonie French Oak Hogshead 300L Fire L TH,Y
6754,LEROI Harmonie,LTT GF 36mth M,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,M,fine,French Oak,ex W,Harmonie,36 MONTH M,6754,LEROI,French Oak,LTT GF 36mth M,customer name,LEROI FG Hogshead 300L 36mth M,LEROI Harmonie French Oak Hogshead 300L Fire M,Y
6755,LEROI Harmonie,LTT GF 36mth M TH,Euro,926,941,1290,1330,1255,1285,Hogshead 300L,36mth,Fire,M TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6755,LEROI,French Oak,LTT GF 36mth M TH,customer name,LEROI FG Hogshead 300L 36mth M TH,LEROI Harmonie French Oak Hogshead 300L Fire M TH,Y
6756,LEROI Harmonie,LTT GF 36mth M+,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,M+,fine,French Oak,ex W,Harmonie,36 MONTH M+ ,6756,LEROI,French Oak,LTT GF 36mth M+,customer name,LEROI FG Hogshead 300L 36mth M+ ,LEROI Harmonie French Oak Hogshead 300L Fire M+,Y
6757,LEROI Harmonie,LTT GF 36mth M+ TH,Euro,926,941,1290,1330,1255,1285,Hogshead 300L,36mth,Fire,M+ TH,fine,French Oak,ex W,Harmonie,36 MONTH M+ TH,6757,LEROI,French Oak,LTT GF 36mth M+ TH,customer name,LEROI FG Hogshead 300L 36mth M+ TH,LEROI Harmonie French Oak Hogshead 300L Fire M+ TH,Y
6688,LEROI Harmonie,LTT GF 24mth Light Long ,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,24mth,Fire,Light Long,fine,French Oak,ex W,Harmonie,24 MONTH Light Long,6691,LEROI,French Oak,LTT GF 24mth Light Long ,customer name,LEROI FG Hogshead 300L 24mth Light Long,LEROI Harmonie French Oak Hogshead 300L Fire Light Long,Y
6691,LEROI Harmonie,LTT GF 36mth Light Long ,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,Light Long,fine,French Oak,ex W,Harmonie,36 MONTH Light Long,6691,LEROI,French Oak,LTT GF 36mth Light Long ,customer name,LEROI FG Hogshead 300L 36mth Light Long,LEROI Harmonie French Oak Hogshead 300L Fire Light Long,Y
6758,LEROI Harmonie,LTT GF 36mth Med Long ,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,Med Long,fine,French Oak,ex W,Harmonie,36 MONTH Med Long,6758,LEROI,French Oak,LTT GF 36mth Med Long ,customer name,LEROI FG Hogshead 300L 36mth Med Long,LEROI Harmonie French Oak Hogshead 300L Fire Med Long,Y
6704,LEROI Harmonie,LTT GF 36mth Med Long  TH,Euro,926,941,1290,1330,1255,1285,Hogshead 300L,36mth,Fire,Med Long TH,fine,French Oak,ex W,Harmonie,36 MONTH Med Long TH,6704,LEROI,French Oak,LTT GF 36mth Med Long  TH,customer name,LEROI FG Hogshead 300L 36mth Med Long TH,LEROI Harmonie French Oak Hogshead 300L Fire Med Long TH,Y
6759,LEROI Harmonie,LTT GF 36mth Burgundy House,Euro,926,941,1270,1310,1235,1265,Hogshead 300L,36mth,Fire,Burgundy House,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House ,6759,LEROI,French Oak,LTT GF 36mth Burgundy House,customer name,LEROI FG Hogshead 300L 36mth Burg House ,LEROI Harmonie French Oak Hogshead 300L Fire Burgundy House,Y
6760,LEROI Harmonie,LTT GF 36mth Burgundy House TH,Euro,926,941,1290,1330,1255,1285,Hogshead 300L,36mth,Fire,Burgundy House TH,fine,French Oak,ex W,Harmonie,36 MONTH Burgundy House TH,6760,LEROI,French Oak,LTT GF 36mth Burgundy House TH,customer name,LEROI FG Hogshead300L 36mth BurgHouse TH,LEROI Harmonie French Oak Hogshead 300L Fire Burgundy House TH,Y
6972,LEROI Harmonie,LCT GF 36mth L,Euro,1360,1381,1930,1985,1850,1895,Puncheon 500L,36mth,Fire,L,fine,French Oak,ex W,Harmonie,36 MONTH L,6972,LEROI,French Oak,LCT GF 36mth L,customer name,LEROI FG Puncheon 500L 36mth L,LEROI Harmonie French Oak Puncheon 500L Fire L,Y
6973,LEROI Harmonie,LCT GF 36mth L TH,Euro,1360,1381,1950,2005,1870,1915,Puncheon 500L,36mth,Fire,L TH,fine,French Oak,ex W,Harmonie,36 MONTH L TH,6973,LEROI,French Oak,LCT GF 36mth L TH,customer name,LEROI FG Puncheon 500L 36mth L TH,LEROI Harmonie French Oak Puncheon 500L Fire L TH,Y
6993,LEROI Harmonie,LCT GF 36mth Light Long,Euro,1360,1381,1930,1985,1850,1895,Puncheon 500L,36mth,Fire,Light Long,fine,French Oak,ex W,Harmonie,36 MONTH Light Long,6993,LEROI,French Oak,LCT GF 36mth Light Long,customer name,LEROI FG Puncheon 500L 36mth Light Long,LEROI Harmonie French Oak Puncheon 500L Fire Light Long,Y
6761,LEROI Harmonie,LCT GF 36mth M,Euro,1360,1381,1930,1985,1850,1895,Puncheon 500L,36mth,Fire,M,fine,French Oak,ex W,Harmonie,36 MONTH M,6761,LEROI,French Oak,LCT GF 36mth M,customer name,LEROI FG Puncheon 500L 36mth M,LEROI Harmonie French Oak Puncheon 500L Fire M,Y
6762,LEROI Harmonie,LCT GF 36mth M TH,Euro,1360,1381,1950,2005,1870,1915,Puncheon 500L,36mth,Fire,M TH,fine,French Oak,ex W,Harmonie,36 MONTH M TH,6762,LEROI,French Oak,LCT GF 36mth M TH,customer name,LEROI FG Puncheon 500L 36mth M TH,LEROI Harmonie French Oak Puncheon 500L Fire M TH,Y
6763,LEROI Harmonie,LCT GF 36mth M+,Euro,1360,1381,1930,1985,1850,1895,Puncheon 500L,36mth,Fire,M+,fine,French Oak,ex W,Harmonie,36 MONTH M+ ,6763,LEROI,French Oak,LCT GF 36mth M+,customer name,LEROI FG Puncheon 500L 36mth M+ ,LEROI Harmonie French Oak Puncheon 500L Fire M+,Y
6764,LEROI Harmonie,LCT GF 36mth M+ TH,Euro,1360,1381,1950,2005,1870,1915,Puncheon 500L,36mth,Fire,M+ TH,fine,French Oak,ex W,Harmonie,36 MONTH M+ TH,6764,LEROI,French Oak,LCT GF 36mth M+ TH,customer name,LEROI FG Puncheon 500L 36mth M+ TH,LEROI Harmonie French Oak Puncheon 500L Fire M+ TH,Y
6765,LEROI Harmonie,LCT GF 36mth Med Long,Euro,1360,1381,1930,1985,1850,1895,Puncheon 500L,36mth,Fire,Med Long,fine,French Oak,ex W,Harmonie,36 MONTH Med Long,6765,LEROI,French Oak,LCT GF 36mth Med Long,customer name,LEROI FG Puncheon 500L 36mth Med Long,LEROI Harmonie French Oak Puncheon 500L Fire Med Long,Y
6694,LEROI Harmonie,LCT GF 36mth Med Long TH,Euro,1360,1381,1950,2005,1870,1915,Puncheon 500L,36mth,Fire,Med Long TH,fine,French Oak,ex W,Harmonie,36 MONTH Med Long TH,6694,LEROI,French Oak,LCT GF 36mth Med Long TH,customer name,LEROI FG Puncheon 500L 36mth Med Long TH,LEROI Harmonie French Oak Puncheon 500L Fire Med Long TH,Y
